image_id,file_name,split,scenario_category,has_saliency_png,has_fixation_mat,ground_truth_caps,primary_gt_caption,n_gt_captions,blip_caption,blip2_caption,ofa_caption,vit_gpt2_caption,bleu4_blip,bleu4_blip2,bleu4_ofa,bleu4_vit_gpt2,cider_blip,meteor_blip,rougeL_blip,human_correct_blip,human_correct_blip2,human_correct_ofa,human_correct_vit_gpt2,error_type_blip,error_type_blip2,error_type_ofa,error_type_vit_gpt2,error_token_blip,error_token_blip2,error_token_ofa,error_token_vit_gpt2,js_div_mean_blip,kl_div_mean_blip,error_token_js_blip,other_tokens_js_blip,gt_caps_parsed,bleu1_blip,bleu2_blip,bleu3_blip,bleu4_conf_blip,bleu1_blip2,bleu2_blip2,bleu3_blip2,cider_blip2,meteor_blip2,rougeL_blip2,bleu4_conf_blip2,bleu1_vit_gpt2,bleu2_vit_gpt2,bleu3_vit_gpt2,cider_vit_gpt2,meteor_vit_gpt2,rougeL_vit_gpt2,bleu4_conf_vit_gpt2,annotator_1_blip,annotator_2_blip,annotator_3_blip,annotator_1_blip2,annotator_2_blip2,annotator_3_blip2,annotator_1_vit_gpt2,annotator_2_vit_gpt2,annotator_3_vit_gpt2
53263,COCO_val2014_000000053263.jpg,val,object_confusion,True,True,"['A pretty young girl standing next to a boy in front of a birthday cake.', 'Two young kids smile brightly over a birthday cake.', 'A boy looks excitedly at his birthday cake with his friend.', 'Two kids next to a red, yellow, orange, and white birthday cake.', 'Two children looking over a  large birthday cake']",A pretty young girl standing next to a boy in front of a birthday cake.,5,there are two children sitting at a table with a birthday cake,tartas con tus colores favoritos,[OFA_UNAVAILABLE],a young boy blowing out candles on a birthday cake,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,1
537270,COCO_val2014_000000537270.jpg,val,counting_errors,True,True,"['Three students check their cell phones in a classroom.', 'Three people search their cell phones while sitting at a table.', 'Three people at a desk are looking at their phones. ', 'three people sitting at a table with their cellphones', 'A couple of people sitting at a table while using smart phones.']",Three students check their cell phones in a classroom.,5,there are people sitting at a table looking at their cell phones,three people sitting at a table,[OFA_UNAVAILABLE],a man and a woman looking at a cell phone,,,,,,,,1,1,,0,correct,correct,,counting_errors,,,,phone,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
68093,COCO_val2014_000000068093.jpg,val,attribute_errors,True,True,"['A  pair of people sitting on a motorcycle, in the grass.', 'Two people posing together outside with their motorcycle.', 'A woman is sitting on the passenger seat of a motorcycle.', 'A middle-aged couple in motorcycle helmets show off their red motorcycle. ', 'An older couple with helmets preparing to go on a motorcycle ride.']","A  pair of people sitting on a motorcycle, in the grass.",5,there is a man and a woman sitting on a red motorcycle,a couple of people sitting on a motorcycle,[OFA_UNAVAILABLE],a man and a woman sitting on a motorcycle,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
42641,COCO_val2014_000000042641.jpg,val,general_baseline,True,True,"['The fresh fruit is left out on the counter. ', 'A pear, orange and bananas are on display.', 'A couple bananas and a apple with a orange.', 'There is a bunch of fruits packed together', 'A pear, orange and two bananas are clustered together.']",The fresh fruit is left out on the counter. ,5,"apples, oranges, and bananas are in a bowl on a table",a close up of a bowl full of fruit,[OFA_UNAVAILABLE],"bananas, apples, oranges, and bananas",,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
390704,COCO_val2014_000000390704.jpg,val,object_confusion,True,True,"['a person riding a snow board on a snowy surface ', 'A young man is getting ready to take off on his snowboard, while another one waits.', 'A person moves forward on a skateboard on snow', 'A man riding a snowboard on top of  snow covered ground.', 'A person performs snowboard tricks while a crowd looks on.']",a person riding a snow board on a snowy surface ,5,there is a man riding a snowboard down the side of a ramp,a man on a snowboard doing a trick,[OFA_UNAVAILABLE],a man riding a snowboard down a snow covered slope,,,,,,,,1,0,,1,correct,object_misidentification,,correct,,trick,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1
441522,COCO_val2014_000000441522.jpg,val,context_mismatch,True,True,"['A group of people standing around a kitchen preparing food.', 'The chefs are in the kitchen preparing meals. ', 'A group of chefs in a kitchen preparing food', 'A group of chefs cooking over stoves in an instructional setting. ', 'A culinary class in a large kitchen with several stoves.']",A group of people standing around a kitchen preparing food.,5,there are many chefs in the kitchen preparing food on the stove,a group of chefs preparing food in a commercial kitchen,[OFA_UNAVAILABLE],people in a kitchen preparing food,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
435922,COCO_val2014_000000435922.jpg,val,object_confusion,True,True,"['Cat sitting next to remote control on small counter.', 'A cat sitting next to a wii remote and keys. ', 'A gray colored cat is staring at the camera.', 'A cat sitting on a table looking straight ahead', 'A cat sitting on top of a desk next to a controller.']",Cat sitting next to remote control on small counter.,5,there is a cat that is sitting on top of a desk,a cat sitting on top of a desk,[OFA_UNAVAILABLE],a black and white cat sitting on top of a desk,,,,,,,,1,0,,0,correct,relation_mismatch,,object_hallucination,,sitting,,white,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0
386370,COCO_val2014_000000386370.jpg,val,gender_ambiguity,True,True,"['A bench sitting next to a river next to a bridge', 'A bridge in a city spans across a waterway with benches and a boat underneath.', 'A boat sits on the water under the bridge.', 'A park bench facing a bridge and cityscape.', 'a bench near a river, situated close to a bridge']",A bench sitting next to a river next to a bridge,5,there is a red bench sitting on the side of the river,a bench under a bridge in front of a river,[OFA_UNAVAILABLE],a bench in front of a river with a bridge over it,,,,,,,,1,0,,0,correct,attribute_mismatch,,general_baseline,,bridge,,front,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1
216761,COCO_val2014_000000216761.jpg,val,general_baseline,True,True,"['A man in plaid shorts skateboards in a rink by palm trees,', 'A black man on a skateboard at a skate park.', 'a boy wearing shorts and tennis shoes riding a skate board', 'A man riding a skateboard on top of a cement ramp.', 'Shirtless skateboarder on the top of a concrete course. ']","A man in plaid shorts skateboards in a rink by palm trees,",5,there is a man riding a skateboard up the side of a ramp,a man riding a skateboard at a skate park,[OFA_UNAVAILABLE],a man riding a skateboard up the side of a ramp,,,,,,,,0,1,,1,attribute_mismatch,correct,,correct,skateboard,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,0,1
121904,COCO_val2014_000000121904.jpg,val,attribute_errors,True,True,"['A kitchen that has many things in the sink and on the counter.', 'The kitchen has a lot of dirty dishes in the sink.', 'The small kitchen is equipped with a dishwasher, but and the sink and disracd are filled with dishes', 'A modestly-sized kitchen sits unoccupied in the morning.', 'A blue hue covers this mostly white kitchen.']",A kitchen that has many things in the sink and on the counter.,5,this is an image of a kitchen with white cabinets and white appliances,a kitchen with white cabinets and a refrigerator,[OFA_UNAVAILABLE],a white refrigerator freezer sitting in a kitchen next to a sink,,,,,,,,0,0,,1,attribute_mismatch,relation_mismatch,,correct,white,refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0
104568,COCO_val2014_000000104568.jpg,val,gender_ambiguity,True,True,"['A collection of fruits and vegetables sitting on a stove top.', 'some different fruits and vegetables sitting on a stove', 'A stove top oven topped with lots of fresh fruits and vegetables.', 'Fresh fruit and vegetables on a stove top', 'Fruits and vegetables are on the stove top in the kitchen.']",A collection of fruits and vegetables sitting on a stove top.,5,there is a pile of fruit and vegetables on a stove top,fruits and vegetables on a stove,[OFA_UNAVAILABLE],a kitchen counter filled with lots of fruits and vegetables,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
111099,COCO_val2014_000000111099.jpg,val,object_confusion,True,True,"['People standing and sitting around at a pier', 'People are walking and sitting near a body of water. ', 'A city pier with benches to enjoy the view', 'People sitting on benches and walking along a water front.', 'A group of people hanging out next to the ocean.']",People standing and sitting around at a pier,5,there are many people walking and sitting on benches near the water,a group of people sitting on a bench near a body of water,[OFA_UNAVAILABLE],people sitting on a bench near a body of water,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,1,1,1
175597,COCO_val2014_000000175597.jpg,val,counting_errors,True,True,"['A restaurant kitchen under construction in a building.', 'a few people that are standing in a kitchen', 'There are people that are standing around making flour', 'Two men are working in a commercial kitchen to cook food.', 'There are two men working in an industrial kitchen.']",A restaurant kitchen under construction in a building.,5,people working in a kitchen with a brick oven in the background,a couple of men working in a kitchen,[OFA_UNAVAILABLE],a man and a woman cooking in a kitchen,,,,,,,,1,0,,0,correct,counting_errors,,general_baseline,,men,,kitchen,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0
291936,COCO_val2014_000000291936.jpg,val,object_confusion,True,True,"['A peddler selling shirts in the rain outside a HSBC building.', 'A man at a street side vendor selling t-shirts.', 'there is a kiosk that sells many items in front of a bank building', 'A man is standing next to a WLC sale stand. ', 'A man in gray pants and a red hat stands near an outside kiosk and it is raining.']",A peddler selling shirts in the rain outside a HSBC building.,5,there is a man that is standing in front of a store,a store selling clothing on a rainy day,[OFA_UNAVAILABLE],a man standing in front of a food stand,,,,,,,,1,1,,0,correct,correct,,object_misidentification,,,,front,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0
552636,COCO_val2014_000000552636.jpg,val,gender_ambiguity,True,True,"['A group of people walking down a sidewalk near a bus.', 'City scene with parked buses and people walking on the sidewalk.', 'This is a normally busy bus depot in the city', 'a public transit bus driving on a city street', 'People walking around in the streets near a city. ']",A group of people walking down a sidewalk near a bus.,5,there is a red bus that is driving down the street,people crossing the street in front of a bus,[OFA_UNAVAILABLE],a city street filled with buses and people,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1
569722,COCO_val2014_000000569722.jpg,val,attribute_errors,True,True,"['A floral plate with greens, carrots and potatoes.', 'a plate of some carrots greens and gravy on some dumplings', 'A plate with fish and a leafy vegetable.', 'A colorful plate filled with fish and vegetables.', 'A plate with vegetables and meat on a table.']","A floral plate with greens, carrots and potatoes.",5,there is a plate of food on a table with a glass of wine,a plate of food on a table,[OFA_UNAVAILABLE],a plate of food on a table,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
522782,COCO_val2014_000000522782.jpg,val,counting_errors,True,True,"['A triple screen computer set up on a desk next to a bed', 'A bedroom with a desk, computer, bed, and other items. ', 'A computer desk with three separate monitors on it.', 'Interior bedroom shot of computer screens near a leather chair to the left of an unmade bed.', 'Three desktop screens that are on a table.']",A triple screen computer set up on a desk next to a bed,5,there is a desk with two monitors and a chair in a bedroom,"a bedroom with a bed, a desk and a computer",[OFA_UNAVAILABLE],a room with a desk and a computer on it,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
415194,COCO_val2014_000000415194.jpg,val,object_confusion,True,True,"['A kitchen that has a table and a chair.', 'A kitchen decorated in decor with furniture in it.', 'A very old fashioned kitchen with retro floor tiles.', 'An old fashioned kitchen with the light on. ', 'An old fashioned kitchen is set up for display.']",A kitchen that has a table and a chair.,5,there is a black and white checkered floor in a kitchen,a black and white checkered floor,[OFA_UNAVAILABLE],a kitchen with a sink and a refrigerator,,,,,,,,1,1,,0,correct,correct,,relation_mismatch,,,,refrigerator,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
457217,COCO_val2014_000000457217.jpg,val,gender_ambiguity,True,True,"['a person petting a small elephant statue ', 'A person and a elephant by some trees.', 'An Asian lady in a red dress petting a small elephant at a zoo.', 'there is a woman standing next to a small elephant', 'A gray elephant standing next to a woman in a red dress.']",a person petting a small elephant statue ,5,there is a woman that is petting an elephant in the street,a woman in a red dress standing next to an elephant,[OFA_UNAVAILABLE],a woman standing next to an elephant at a zoo,,,,,,,,1,1,,0,correct,correct,,object_misidentification,,,,elephant,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0
380854,COCO_val2014_000000380854.jpg,val,general_baseline,True,True,"['A bathroom is shown with white decor and brown cabinets.', 'This photo shows a bathroom with sink, mirror, toilet and window. ', 'A toilet, sink, mirror, sanitizer and a window', 'Picture of a bathroom with shelf over toilet ', 'A bathroom is mostly decorated in white. ']",A bathroom is shown with white decor and brown cabinets.,5,there is a white toilet sitting next to a sink in a bathroom,"a bathroom with a toilet, sink and mirror",[OFA_UNAVAILABLE],a white toilet sitting next to a sink in a bathroom,,,,,,,,0,0,,1,object_hallucination,object_hallucination,,correct,there,sink,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,1
378655,COCO_val2014_000000378655.jpg,val,gender_ambiguity,True,True,"['Slider burgers with hot dog and fries on plate on table', 'Five different sandwiches are next to a bowl of potato fries.', 'A hot dog and slider burgers are on a white tray.', 'Hot dogs, hamburgers and sweet potato fries are laid out.', 'Various small burgers with a hot dog and a cup of french fries with dip. ']",Slider burgers with hot dog and fries on plate on table,5,there is a plate of food that includes a hot dog and french fries,a white plate topped with a sandwich and fries,[OFA_UNAVAILABLE],a hot dog and french fries on a tray,,,,,,,,1,1,,0,correct,correct,,general_baseline,,,,fries,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,0
239625,COCO_val2014_000000239625.jpg,val,object_confusion,True,True,"['A square pizza being cut into pieces by the pizza maker', 'A man cutting a slices in a large pizza', 'A cook is cutting a pizza into slices.', 'A man cuts into food being cooked on a grill.', 'A large square pizza being cut up by a person.']",A square pizza being cut into pieces by the pizza maker,5,there is a person cutting into a large square pizza on a table,a large deep dish pizza,[OFA_UNAVAILABLE],a person cutting a pizza on a cutting board,,,,,,,,0,1,,1,object_hallucination,correct,,correct,person,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
563056,COCO_val2014_000000563056.jpg,val,counting_errors,True,True,"['A group of birds and a man in a small boat.', 'Some birds are standing on a patch of sand.', 'A group if birds that are by the water.', 'A flock of birds floating in the middle of a lake.', 'Birds on sand in the middle of a body of water with a man kayaking on the water nearby.']",A group of birds and a man in a small boat.,5,flock of seagulls sitting on a rock in the water next to a kayak,a group of seagulls sitting on the shore of a lake,[OFA_UNAVAILABLE],a flock of birds standing on top of a body of water,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0
419848,COCO_val2014_000000419848.jpg,val,gender_ambiguity,True,True,"['A hot dog and a bowl on a table.', 'Grilled food on a plate with eating utensils and condiments', '1 1/2 loaded hot dogs and veggie side', 'a close up of a hot dog on a plate', 'A hot dog on a plate with a lot of toppings']",A hot dog and a bowl on a table.,5,there is a plate with a hot dog and a roll on it,a plate topped with a hot dog and corn on the cob,[OFA_UNAVAILABLE],a hot dog with ketchup and mustard on a plate,,,,,,,,1,1,,0,correct,correct,,attribute_mismatch,,,,plate,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
451571,COCO_val2014_000000451571.jpg,val,counting_errors,True,True,"['A HALD EATEN CORN AND A SANDWICH ON THE PLAE', 'Meal with corn on the cob placed on a plate.', 'a piece of eaten corn next to a bunch of mixed veggies\n', 'A close up of a corn on the cob that has been eating.', 'A plate topped with a half eaten corn cob and meat.']",A HALD EATEN CORN AND A SANDWICH ON THE PLAE,5,there is a piece of pizza and a piece of corn on a plate,corn on the cob,[OFA_UNAVAILABLE],a piece of pizza sitting on top of a plate,,,,,,,,1,0,,1,correct,counting_errors,,correct,,cob,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,0
101936,COCO_val2014_000000101936.jpg,val,context_mismatch,True,True,"['An open laptop computer sitting on top of a wooden table.', 'A laptop computer sitting open on a desk amidst other things', 'The papers lie haphazardly beside the small laptop.', 'Small silver laptop sitting on top of a wooden computer desk. ', 'a desk covered with paperwork and a laptop ']",An open laptop computer sitting on top of a wooden table.,5,there is a laptop computer sitting on top of a wooden desk,a laptop on a desk,[OFA_UNAVAILABLE],a laptop computer sitting on top of a wooden desk,,,,,,,,1,0,,1,correct,context_mismatch,,correct,,laptop,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,1
198312,COCO_val2014_000000198312.jpg,val,object_confusion,True,True,"['A dining room scene is shown with a table and chairs.', 'The image is inside of a home with a table and small sofa.', 'A furnished neutral modern open floor plan. ', 'A stylish room is depicted with minimalist furniture and a view to the outside.', 'A living room with white walls and wood flooring. ']",A dining room scene is shown with a table and chairs.,5,this is a picture of a dining room with a table and chairs,a kitchen and dining room with a table and chairs,[OFA_UNAVAILABLE],a living room filled with furniture and a table,,,,,,,,0,1,,0,object_misidentification,correct,,attribute_mismatch,table,,,furniture,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,1
495980,COCO_val2014_000000495980.jpg,val,object_confusion,True,True,"['a group of people stand next to a refrigerator posing for a photo', 'A picture of people posing by a fridge.', 'A group of friends stand around a refrigerator.', 'People posing with a white two door refrigerator', 'Four people posing near a large white refrigerator.']",a group of people stand next to a refrigerator posing for a photo,5,there are three people standing next to a refrigerator in a room,a group of people standing in front of a refrigerator,[OFA_UNAVAILABLE],people standing around a refrigerator,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
170640,COCO_val2014_000000170640.jpg,val,counting_errors,True,True,"['A man sitting on a bed with a dog while holding a cell phone. ', 'A man and dog are interacting on a bed.', 'A man is looking at his small dog.', 'A man with a dog on his lap sitting on a bed.', 'A guy is sitting on a bed with a dog.']",A man sitting on a bed with a dog while holding a cell phone. ,5,there is a man that is sitting on a bed with a dog,a man sitting on a bed with a dog,[OFA_UNAVAILABLE],a man sitting on a bed with a dog,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
170974,COCO_val2014_000000170974.jpg,val,gender_ambiguity,True,True,"['A group of people standing around playing video games', 'Group of people standing in a bar with a man holding a Wii controller. ', 'A large group of men playing video games.', 'A man is stadning in front of a crowd playing Wii ', 'People inside a public establishment playing with a video game.']",A group of people standing around playing video games,5,there are many people that are playing a video game together,a group of men playing a video game,[OFA_UNAVAILABLE],a man holding a nintendo wii game controller,,,,,,,,0,1,,0,general_baseline,correct,,context_mismatch,people,,,man,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,0,0
480408,COCO_val2014_000000480408.jpg,val,attribute_errors,True,True,"['A man wearing a hat while riding a horse. ', 'A man is smiling and sitting on top of his horse. ', 'A man with a hat on while on a horse.', 'A man wearing a cowboy hat is sitting on a horse. ', 'A man wearing a cowboy hat rides a horse on a path.']",A man wearing a hat while riding a horse. ,5,there is a man that is sitting on the back of a horse,a man wearing a cowboy hat is riding a horse,[OFA_UNAVAILABLE],a man riding on the back of a brown horse,,,,,,,,0,1,,1,general_baseline,correct,,correct,that,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
294032,COCO_val2014_000000294032.jpg,val,object_confusion,True,True,"['A couple of men sitting at a table talking on cell phones.', 'two young gentlemen sitting at a table using their cellphones', 'two men are talking on cellphones at a table', 'A couple of people that are on their cell phone.', 'Two men talk and laugh on their cell phones']",A couple of men sitting at a table talking on cell phones.,5,there are two men sitting at a table talking on their cell phones,two men talking on cell phones at a restaurant,[OFA_UNAVAILABLE],a man sitting at a table talking on a cell phone,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,1,1,1
330122,COCO_val2014_000000330122.jpg,val,context_mismatch,True,True,"['A group of women sitting on the floor eating food.', 'Several women sit on the floor with several babies.', 'A group of women with children sitting on a floor eating.', 'Several ladies sitting on a floor with some children.', 'A circle of mothers plays and interacts with their babies']",A group of women sitting on the floor eating food.,5,there are many people sitting on the floor eating and drinking,a group of people sitting on the floor eating,[OFA_UNAVAILABLE],people sitting on the floor with stuffed animals,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
117836,COCO_val2014_000000117836.jpg,val,counting_errors,True,True,"['A pizza on top of a white plate covered in greens.', 'A plate with a pizza next to two wine glasses.', 'A plate of odd looking pizza next to two wine glasses and eye glasses case.', 'A pizza with greens and cheese next to wine glasses.', 'Assortment of fresh herbs with cheese o pizza served with wine.']",A pizza on top of a white plate covered in greens.,5,there is a plate of pizza and a glass of wine on the table,a pizza and two glasses of wine on a table,[OFA_UNAVAILABLE],a pizza sitting on top of a white plate,,,,,,,,1,1,,0,correct,correct,,attribute_mismatch,,,,white,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
215982,COCO_val2014_000000215982.jpg,val,object_confusion,True,True,"['Two men are playing video games in their home.', 'Two people standing up while playing a video game. ', 'Two friends are playing wii in the living room.', 'A couple of men standing in a living room next to each other.', 'Two men in a cozy living room playing a video game.']",Two men are playing video games in their home.,5,there are two men playing a video game in a living room,two men playing a video game in a living room,[OFA_UNAVAILABLE],two men playing a video game in a living room,,,,,,,,1,1,,0,correct,correct,,object_misidentification,,,,game,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
64621,COCO_val2014_000000064621.jpg,val,context_mismatch,True,True,"['A horse drawn carriage traveling down a cobble stone street.', 'a horse is pulling a buggy on a rock road', 'A horse drawn carriage with a single man inside.', 'A man is riding in a horse drawn carriage', 'A horse pulling a cart down a road.']",A horse drawn carriage traveling down a cobble stone street.,5,there is a horse pulling a carriage on a cobblestone street,a horse pulling a carriage down the street,[OFA_UNAVAILABLE],a horse pulling a carriage down a street,,,,,,,,0,0,,1,relation_mismatch,object_hallucination,,correct,carriage,down,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1
351887,COCO_val2014_000000351887.jpg,val,object_confusion,True,True,"['A group of people sitting under an umbrella around a table filled with cups and silverware.', 'some people at a table with a umbrella silverware and some drinks', 'People are sitting around an outdoor dining table.', 'A family gathered around an outdoor table with drinks and menus.', 'People sitting at outside patio under umbrella. ']",A group of people sitting under an umbrella around a table filled with cups and silverware.,5,there are many people sitting at a table with drinks and drinks,a group of people sitting at an outdoor table,[OFA_UNAVAILABLE],people sitting at a picnic table,,,,,,,,1,0,,1,correct,object_misidentification,,correct,,people,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,1
257060,COCO_val2014_000000257060.jpg,val,gender_ambiguity,True,True,"['A pizza being cut on top of a pizza pan.', 'A person cutting through a pizza sitting on a towel.', 'A person cuts a pizza on a metal rack.', ""A person's hand cutting into a pizza with toppings."", 'There is a person taking a slice out of a pizza']",A pizza being cut on top of a pizza pan.,5,there is a person cutting a pizza with a knife on a table,a person cutting a pizza with a knife,[OFA_UNAVAILABLE],a person cutting a pizza on a cutting board,,,,,,,,1,1,,0,correct,correct,,attribute_mismatch,,,,person,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
274216,COCO_val2014_000000274216.jpg,val,counting_errors,True,True,"['A man riding in the back of a white and red boat.', ""A person sitting on a boat that's tied to the dock."", 'A guy is sitting in a boat on the side of the water. ', 'A man sits facing backward in a personal boat.', 'a man in a white boat at the lake']",A man riding in the back of a white and red boat.,5,there is a man that is sitting in a boat on the water,a man is sitting in the back of a boat,[OFA_UNAVAILABLE],a man sitting on a boat in the water,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
389753,COCO_val2014_000000389753.jpg,val,attribute_errors,True,True,"['Kitchen scene showing a black counter on top of white counters.', 'A kitchen with a white refrigerator freezer next to a counter.', 'A small kitchen with a modern glass top stove.', 'A clean kitchen with tile flooring and a small table', 'This is a small and clean but cluttered kitchen.']",Kitchen scene showing a black counter on top of white counters.,5,"this is an image of a kitchen with a stove, sink, refrigerator and stairs",a small kitchen with a stove and refrigerator,[OFA_UNAVAILABLE],a kitchen with a stove a sink and a refrigerator,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
295316,COCO_val2014_000000295316.jpg,val,gender_ambiguity,True,True,"['some people are riding surfboards on a wave', 'Two people surf as two others are bodyboarding on a wave. ', 'Four surfers are trying to catch a wave as they stand.', 'Several people are riding the waves on their surfboards.', 'Several people on surfboards who are riding a wave.']",some people are riding surfboards on a wave,5,surfers riding a wave in the ocean on their surfboards,a group of people on surfboards in the ocean,[OFA_UNAVAILABLE],a man riding a wave on top of a surfboard,,,,,,,,1,1,,0,correct,correct,,attribute_mismatch,,,,surfboard,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
463522,COCO_val2014_000000463522.jpg,val,attribute_errors,True,True,"['A horse pulling  carriage travels through a busy area in a city', 'A horse is pulling something down a residential street.', 'A large set of horses carrying a carriage down a street.', 'A couple of brown horses walking down a street next to buildings.', 'A horse stands on the side of the road with a harness on.']",A horse pulling  carriage travels through a busy area in a city,5,there is a horse that is pulling a carriage down the street,a horse pulling a carriage down a city street,[OFA_UNAVAILABLE],a horse pulling a carriage down a street,,,,,,,,1,1,,0,correct,correct,,object_misidentification,,,,down,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
486974,COCO_val2014_000000486974.jpg,val,gender_ambiguity,True,True,"['A clock tower on an old building of a village ', 'a clock tower on top of a building with people walking', 'A large clock tower looms over a village square filled with people.', 'A huge building with many people on the floor. ', 'A crowd of people standing below a tall brick building.']",A clock tower on an old building of a village ,5,there are many people walking down the street in front of a tall building,a group of people walking in front of a clock tower,[OFA_UNAVAILABLE],a large building with a clock on it's side,,,,,,,,1,1,,0,correct,correct,,attribute_mismatch,,,,clock,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
373381,COCO_val2014_000000373381.jpg,val,counting_errors,True,True,"['A bed in a bedroom under a window covered with curtains.', 'A interior room with a bed, desk, and other furniture', 'A bed with a purple headboard sits in a dimly lit bedroom.', 'A bed with a mirror behind it and clothes on the floor.', 'Double bed in medium sized blue carpeted room.']",A bed in a bedroom under a window covered with curtains.,5,there is a bedroom with a bed and a chair in it,a bedroom with a bed and a mirror,[OFA_UNAVAILABLE],a bedroom with a bed and a dresser,,,,,,,,1,1,,0,correct,correct,,object_misidentification,,,,bedroom,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
377393,COCO_val2014_000000377393.jpg,val,attribute_errors,True,True,"['Looking down at a beach area and boardwalk that has a circular walkway and clock tower.', 'View of plaza with tower near beach on sunny day.', 'A large clock tower sitting in the middle of a paved walkway.', 'A plaza with a clock tower near the beach.', 'a clock on a small tower near a building ']",Looking down at a beach area and boardwalk that has a circular walkway and clock tower.,5,there is a clock tower in the middle of a plaza next to the beach,an aerial view of a clock tower on a beach,[OFA_UNAVAILABLE],a large building with a large clock on top,,,,,,,,1,1,,0,correct,correct,,attribute_mismatch,,,,large,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,1
